Input,Angle,Speed
-0.10000000149011612,-74.81703186035156,-26.31052017211914
-0.10000000149011612,-75.08406066894531,-26.311922073364258
-0.10000000149011612,-75.3510971069336,-26.312286376953125
-0.10000000149011612,-75.61813354492188,-26.311607360839844
-0.10000000149011612,-75.86946105957031,-26.31450653076172
-0.10000000149011612,-76.1364974975586,-26.316362380981445
-0.10000000149011612,-76.40353393554688,-26.31717872619629
-0.10000000149011612,-76.67057037353516,-26.31694984436035
-0.10000000149011612,-76.93760681152344,-26.315662384033203
-0.10000000149011612,-77.20464324951172,-26.31792449951172
-0.10000000149011612,-77.45596313476562,-26.319107055664062
-0.10000000149011612,-77.7229995727539,-26.319204330444336
-0.10000000149011612,-77.99003601074219,-26.318204879760742
-0.10000000149011612,-78.25707244873047,-26.31821632385254
-0.10000000149011612,-78.5083999633789,-26.319225311279297
-0.10000000149011612,-78.77543640136719,-26.319093704223633
-0.10000000149011612,-79.04247283935547,-26.3199405670166
-0.10000000149011612,-79.30950927734375,-26.319259643554688
-0.10000000149011612,-79.56083679199219,-26.319538116455078
-0.10000000149011612,-79.82786560058594,-26.318634033203125
-0.10000000149011612,-80.09490203857422,-26.31867027282715
-0.10000000149011612,-80.34622955322266,-26.319637298583984
-0.10000000149011612,-80.61326599121094,-26.31941032409668
-0.10000000149011612,-80.88030242919922,-26.31797981262207
-0.10000000149011612,-81.13162994384766,-26.319965362548828
-0.10000000149011612,-81.39866638183594,-26.32075309753418
-0.10000000149011612,-81.66570281982422,-26.320341110229492
-0.10000000149011612,-81.9327392578125,-26.321226119995117
-0.10000000149011612,-82.19976806640625,-26.321279525756836
-0.10000000149011612,-82.45109558105469,-26.3226318359375
-0.10000000149011612,-82.71813201904297,-26.322786331176758
-0.10000000149011612,-82.98516845703125,-26.321741104125977
-0.10000000149011612,-83.25220489501953,-26.321983337402344
-0.10000000149011612,-83.51924133300781,-26.32350730895996
-0.10000000149011612,-83.77056884765625,-26.323822021484375
-0.10000000149011612,-84.03760528564453,-26.322925567626953
-0.10000000149011612,-84.30464172363281,-26.32080078125
-0.10000000149011612,-84.57167053222656,-26.322063446044922
-0.10000000149011612,-84.83870697021484,-26.322084426879883
-0.10000000149011612,-85.09003448486328,-26.32086181640625
-0.10000000149011612,-85.35707092285156,-26.32051658630371
-0.10000000149011612,-85.62410736083984,-26.321046829223633
